"12", "9", "2011-05-27", "28", "Comisión de Bº Lausana denuncia vertido de escombros y talado de árboles en la vereda de la dirección indicada, que corresponde al espacio público, manzana 1447 (Plaza de Deportes Uruguay Celeste).", "-34.8962712089923", "-54.99608874320984", "53", " Wilson Amaral", "Manolo Lima y Miguel Benzo"
"13", "9", "2011-05-27", "28", "Comisión Bº Lausana solicita máquina topadora para desparramar 20 viajes de relleno acumulado en el predio de Plaza de Deportes Uruguay Celeste, manzana pública 1447.", "-34.89568162868561", "-54.99586343765259", "53", "Guillermo Laborde", "Manolo Lima y Ricardo Aguerre"
"14", "10", "2011-05-27", "28", "solicita limpieza de vereda o arreglo de ella.-", "-34.917114992397245", "-54.947004318237305", "27", "leonardo olivera", ""
"15", "11", "2011-05-27", "3", "Hace aproximadamente 10 días se realizaron tareas de limpieza en predio ubicado por Cno. A la laguna esq. Elbio Rivero tirando el cableado del alumbrado público. La columna que quedó sin luz está ubicada en la mitad de la cuadra y es la única para toda la cuadra.Agradezco pronta solución pues debido a la oscuridad ya sufrimos actos de vandalismo en autos y casas.Saludos cordiales.", "-34.91317364421039", "-54.97013568878174", "77", "Elbio Rivero", "Cno. a la laguna y Siete Cabritos"
"16", "12", "2011-05-27", "21", "basura en la calle", "-34.90932888787036", "-54.957738518714905", "62", "indigena", "mateo molera y bambu"
"26", "23", "2011-05-30", "16", "Hace muy poco tiempo se repararon éstas veredas. Es una pena que ya tiene baldosas salidas de lugar y muchas están flojas. Favor reparar antes que se sigan saliendo.", "-34.902976287266405", "-54.97131586074829", "5", "Ventura Alegre", "rotonda y Los Alelíes"
"18", "13", "2011-05-27", "14", "bocatormentas tapada", "-34.90932888787036", "-54.957738518714905", "62", "bambú e indigenas", "bambú e indígenas"
"19", "14", "2011-05-30", "12", "ramas  en calle", "-34.90932888787036", "-54.957738518714905", "82", "Calle 2", "Seferino de la Torre y Cara Cara"
"20", "15", "2011-05-30", "3", "focos de alumbrado publico rotos", "-34.90932888787036", "-54.957738518714905", "82", "calle2", "Seferino de la Torre y Cara Cara"
"21", "16", "2011-05-30", "28", "Veredas y espacios públicos muy sucios (con bolas de nylon, botellas plástico, etc). Ver si se puede instrumentar limpieza manual periódica (cada una semana) de la zona. Hay mucha utilización diaria de éstos espacios verdes por parte de vecinos jóvenes, mayores e instituciones deportivas.", "-34.89508324434599", "-54.964599609375", "84", "Messina y Bologna", "inmediaciones comunal San Francisco y espacio verde cañada Aparicio"
"22", "17", "2011-05-30", "3", "Foco de luz no funciona desde hace 15 días aproximadamente.", "-34.89444965617654", "-54.96433138847351", "84", "Acrópolis", "intersección Messina"
"23", "18", "2011-05-30", "3", "Reflectores de cancha municipal de fútbol infantil no funcionan. La utilizan mucho jóvenes y mayores del barrio, de zonas aledañas e instituciones deportivas.", "-34.895224041053346", "-54.964599609375", "84", "Messina", "Bologna y Udine (ex Forli)"
"24", "19", "2011-05-30", "1", "Solicito control de aguas servidas y jabonosas que vierten a la calle.", "-34.8998349998485", "-54.96803283691406", "63", "Alondras", "Ñandú y Cisnes"
"25", "20", "2011-05-30", "11", "La comision de COVIPAMM solicita cambiarla de lugar (pintarla frente a garita)", "-34.879389499150285", "-54.98173624277115", "56", "benito nardone", "esquina corcega"
"27", "24", "2011-05-30", "28", "Recuperar veredas usurpadas por privados y construir las mismas. Sucede lo mismo en muchos tramos de calle Los Gladiolos hasta la rambla. Los peatones tenemos que caminar por la calle para ir a la playa.", "-34.90546635410131", "-54.97077941894531", "5", "Las Orquideas", "(en toda su extensión)"
"28", "25", "2011-05-30", "1", "aguas servidas frente a carniceria san juan ", "-34.90932888787036", "-54.957738518714905", "73", "cno de los gauchos ", "pablo zufritegui manuel oribe"
"29", "22", "2011-05-30", "28", "EN LA CALLE DELFIN Y TIMON (PINARES)FRENTE A LA CASA DE NOMBRE \"ESTRIBOR\" UN ARBOL CAYO SOBRE LOS CABLES DE UTE ESTA A PUNTO DE CEDER Y PODRIA OCACIONAR UN GRABE ACCIDENTE. LA GENTE DE UTE NOS DICE QUE AL ESTAR EN LA VEREDA ES PROBLEMA DEL MUNICIPIO.ES UNA SITUACION MUY PELIGROSA (MI TEL.095428023  095300516)MUCHAS GRACIAS POR RESOLVER ESE PROBLEMACONRADO VAZQUEZ", "-34.90932888787036", "-54.957738518714905", "77", "DELFIN", "TIMON Y CAMALEON"
"30", "29", "2011-05-31", "3", "foco de luz quemado en espacio publico (al lado del la central de antel)", "-34.88614215925119", "-54.97927665710449", "20", "sierra de las cañas", " y cerros azules"
"31", "30", "2011-05-31", "9", "se esta formando un basural", "-34.90932888787036", "-54.957738518714905", "20", "cerros azules ", "y cuchilla de ahedo"
"32", "26", "2011-06-01", "3", "solicita reparación de alumbrado publico", "-34.92161915859028", "-54.91121292114258", "1", "alonzo perez (chalet cururucué)", "avenida del oceano y calos pie"
"33", "34", "2011-06-01", "28", "autos abandonados en la via pública que dificultan visibilidad en calle Sierra de las Cañas y Ferreira Aldunate y varios en calle Tupambaé - Cerro Pelado", "-34.90932888787036", "-54.957738518714905", "20", "Sierra de las Cañas", "Ferreira Aldunate"
"34", "35", "2011-06-01", "28", "Hola!! Soy policía comunitaria. No sé a quien corresponde atender una situación de maltrato de animales, por eso recurro al Municipio. Pero en casa de color violeta, casi todos los días golpean con saña a un pobre perro. Agradezco lo que se pueda hacer al respecto.", "-34.902861900756925", "-54.95936393737793", "19", "Hector Gutierrez Ruíz 927", "Dodera y 18 de Julio"
"35", "36", "2011-06-01", "9", "estoy reclamando  la desaparición de estos  seudo puntos verdes levantados en el ámbito del Hospital, que ocupan semanalmente hasta media calzada de este  \"barrio jardín\" -cuyas viviendas  lucen, sí,  prolijos jardines.Calle El ceibo y Las camelias, El Ceibo e Ibirapitá ", "-34.9082466928591", "-54.97000694274902", "5", "El Ceibo ", "   y Las Camelias; El Ceibo e Ibirapitá"
"36", "33", "2011-06-01", "3", "Sin alumbrado publico, espero una pronta respuesta.-", "-34.888571132956514", "-54.96588706970215", "24", "Wilson ferreira aldunate", ""
"37", "31", "2011-06-02", "3", "solicita se arregle dos focos de alumbrado publico que se encuentran casi frente a su domicilio en el barrio San rafael", "-34.94075910694169", "-54.92365837097168", "1", "ostende (chlet sevilla)", "san remo y viña del mar"
"38", "32", "2011-06-02", "28", "Solicito la posibilidad de que me puedan retirar troncos con raíces de la vereda. Dada mi situación económica actual, se me es imposible pagar para retirarlas.", "-34.888967154470286", "-54.98563885688782", "45", "Esmeralda, padrón 23494, manzana 15", "Amatista y Turmalina"
"39", "37", "2011-06-02", "22", "Retiro de Podas varias sobre la vereda", "-34.90932888787036", "-54.957738518714905", "84", "Bari", "bolonia y Cagliari"
"40", "38", "2011-06-02", "28", "Corte de Cordon para entrar materiales y en lo posible relleno para levantar el mismo que es bajo", "-34.89696638033543", "-54.96035099029541", "61", "18 de Julio  ", "25 de Agosto y Venecia"
"41", "39", "2011-06-02", "14", "TAPA DE BOCA DE TORMENTA ROTA PELIGROSA", "-34.90932888787036", "-54.957738518714905", "84", "Messina", "FORLI Y TRIESTE"
"50", "46", "2011-06-13", "1", "Lamentablemente los vecinos en zona ex-cancha Gines Cairo Medina del Deportivo Maldonado, se encontran desde hace un tiempo, que se está largando aguas servidas, sobre la calle AMAMBAY, que generan un problema de salud ambiental a los pobladores. También por su caudal vertido, generalmente en horas nocturnas, generan una erosión sobre el costado de la calle, lo que provoca una zanja que actualmente es pequeña, y a la vez ha formado grietas en la calle justo al la intercección con la calle ÑAPINDÁ, debido a la bajada existente, pasando el agua de una vereda o calzada, a la otra. La comprobación que son aguas servidas es por el olor cacterístico.", "-34.910815782955616", "-54.96777534484863", "39", "Amambay", "Napindá"
"43", "45", "2011-06-02", "20", "Comisión de barrio Lausana solicita reparar pozos muy peligrosos en el pavimento asfáltico. ", "-34.90176202234221", "-54.99330997467041", "77", "Beta", "Camino Acuario y Ave del Paraíso"
"47", "42", "2011-06-07", "1", "llena de pozos", "-34.90932888787036", "-54.957738518714905", "1", "manuel franca", "justicia"
"45", "40", "2011-06-06", "20", "Pozos en la calle", "-34.90932888787036", "-54.957738518714905", "62", "calle Bartolome Howel a los fondos de Lomas de Santa Teresit", "terminasion pasando escuela España a una cuadra"
"46", "41", "2011-06-06", "23", "Inspectores sobre todo fin de semana  picada de motos", "-34.90932888787036", "-54.957738518714905", "62", "Bartolome Howel", "pasaje peatonal"
"48", "43", "2011-06-08", "22", "se solicita el retiro de podas de la vereda", "-34.90932888787036", "-54.957738518714905", "67", "SUECIA", "NORUEGA Y ACUÑA DE FIGUEROA"
"49", "44", "2011-06-09", "20", "existen baches y pozos por toda la calle pasteur desdevoltaire hasta pedragosa sierra.", "-34.928163834493645", "-54.92159843444824", "1", "j.pulitzer y por la calle pasteur", "voltaire y pedragosa sierra"
"51", "50", "2011-06-13", "24", "Arbol muy leñoso y grande frente al portón", "-34.90932888787036", "-54.957738518714905", "40", "Isla de Flores ", "casi Oribe"
"52", "47", "2011-06-14", "28", "Solicito un Baño Quimico para el desarrollo de la 4ta fecha oficial de baby Futbol Infantil ", "-34.87999899955938", "-54.97832179069519", "20", "Sierra de Acegua", "Manz 2038 al lado Ela 96 de Cerro Pelado"
"53", "48", "2011-06-14", "22", "Solicito retiro de podas en vereda de casa \"Esperanza Verde\"", "-34.894093260683746", "-54.965720772743225", "84", "Bari (ex latina)", "bolonia y Cagliari (ex Parma)"
"54", "49", "2011-06-16", "3", "El alumbrado que esta alfrente de la casa se quemo y el lugar esta muy oscuro ", "-34.905736913352634", "-54.87148940563202", "1", "calle 20 / la barra barrio el tesoro   la calle  que va para", "41 "
"56", "52", "2011-06-21", "22", "solicita retiro de podas en via pública", "-34.90155964310935", "-54.967002868652344", "63", "continuación lavalleja", " grullias a dos cuadra de juaquín de viana"
"57", "53", "2011-06-22", "20", "solicito reparación de pozos en la calle manuel franca ", "-34.90932888787036", "-54.957738518714905", "62", "manuel franca", "cinco"
"55", "51", "2011-06-20", "3", "EL FOCO NO ENCIENDEE HACE DOS NOCHES", "-34.90676854979741", "-55.00030517578125", "77", "AV. A LA LAGUNA P.38 1/2", "ESCULTOR"
"59", "174", "2011-06-27", "9", "buen dia, a quien corresponda:se solicita entre 10 vecinos afectados la limpieza de unos terrenos baldios ubicados en fraccionamiento altos de maldonado manzana J , solares del nº1 al nº7.este baldio esta lleno de podas secas y basura, restos de botellas, colchones etc. corre riesgo alto de incendio y ademas está lindando con todos estos solares lo cual provoca mucha inseguridad por ver continuamente gente escondida dentro del baldio, y estos a su vez siguen ensuciando.", "-34.88601894852664", "-54.96084451675415", "4", "se puede ver el plano en www.lotibell.com", " fraccionamiento : altos de maldonado . el baldio está detrás de la manzana J"
"61", "54", "2011-06-30", "20", "solicita tapar pozos en calle", "-34.90932888787036", "-54.957738518714905", "62", "manuel franca ", "calle 5 y 3"
"62", "55", "2011-06-30", "28", "Les pido por favor si pueden retirar del frente de mi casa el contenedor y ponerlo en otros terrenos que estan libres .Es el contenedor que se encuentra el la calle berenice , esquina octante.sin mas saludos ", "-34.90932888787036", "-54.957738518714905", "77", "berenice", "octante"
"63", "56", "2011-07-05", "3", "FOCO DE ALUMBRADO PUBLICO NO ANDA (REPARAR)", "-34.893552064571395", "-54.96616065502167", "84", "CAGLIARI ", "BARI (ESQUINA)"
"64", "57", "2011-07-06", "15", "La intersección de la Av. Juan Pablo Terra y Estanislao González, en el Barrio La Sonrisa, está en estado deplorable, con pozos muy peligrosos que, sumado a la poca iluminación que hay en la zona, se convierte en un cruce peligroso sobre todo en la noche.En general, el estado de toda la Av. Terra es lamentable, y en general también en los Barrios La Sonrisa y San Francisco el estado de algunas calles es malo.Saludos.Concejal Renzo Colman.-", "-34.895136043139516", "-54.97107982635498", "48", "Av. Juan Pablo Terra", "Estanislao González"
"65", "58", "2011-07-08", "17", "reparación de veredas deterioradas por el uso", "-34.905149600674314", "-54.94794845581055", "19", "batlle y ordoñez ", "esquina Bergalli"
"66", "59", "2011-07-10", "28", "EN EL BARRIO LAUSANA NOS COBRAN IMPUESTOS COMO BARRIO RESIDENCIAL, EN EL BARRIO CADA DÍA HAY MÁS POBLACIÓN, NO TENEMOS SANEAMIENTO Y NI LÍNEAS DE OMNIBUS. LA LÍNEA DE CODESA, L50, PASA CADA UNA HORA, CUANDO EN EL RESTO DE LOS BARRIOS HAY VARIAS LÍNEAS. TODOS LOS VECINOS NOS PREGUNTAMOS QUE GOBIERNO TENEMOS QUE ESPERAR PARA QUE NOS AGREGEN MÁS LÍNEAS.", "-34.90932888787036", "-54.957738518714905", "53", "Roberto Ruffalo", "casi Lima"
"67", "60", "2011-07-13", "12", "Poda de anacahuita", "-34.90932888787036", "-54.957738518714905", "2", "Eugenio Ruiz", "Simón del pino y Boulevar Artigas"
"68", "61", "2011-07-13", "22", "Podas en la vereda", "-34.90932888787036", "-54.957738518714905", "81", "Javier de Viana", "Leonardo Olivera y Batlle y Ordoñez"
"69", "62", "2011-07-13", "16", "vecino que sube con camiones a la vereda y las rompe", "-34.90317866300826", "-54.962711334228516", "54", "Roman Guerra 1227", "entre Lavalleja y Dr. Tamaro"
"70", "63", "2011-07-13", "28", "limpieza y mantenimiento de cañada. urgente ya que el sr. realizo la demanda en febrero de este año.", "-34.90932888787036", "-54.957738518714905", "55", "independencia", " congreso y constitucion"
"71", "64", "2011-07-13", "7", "Existencia de ratones en todo el terreno y la casa", "-34.90932888787036", "-54.957738518714905", "62", "Howel", "c/calle 7"
"72", "65", "2011-07-14", "28", "Solicita repintar las cabras de cruce y señalizarlos con carteles.", "-34.90932888787036", "-54.957738518714905", "73", "Fructuoso Rivera", "y Avda los gauchos"
"73", "66", "2011-07-14", "28", "Construcción de refugio para parada de ómnibus", "-34.90932888787036", "-54.957738518714905", "73", "Fructuoso Rivera", "y Avda Los Gauchos"
"74", "67", "2011-07-14", "28", "Solicita colocación de carteles que indiquen que hay que circular a baja velocidad.", "-34.90932888787036", "-54.957738518714905", "73", "Avda los Gauchos  ", "y Fructuoso Rivera"
"75", "68", "2011-07-14", "3", "hola reclamo el no funcionamiento del alumbrado en la calle capricornio y tucan hace 2 dias una cuadrilla estaba trabajando en los cables y luego no funciono mas", "-34.90932888787036", "-54.957738518714905", "1", "capricornio", "tucan y camino la laguna"
"76", "69", "2011-07-14", "1", "LIMPIEZA, CANALIZACIÓN Y DRAGADO DE DESECHOS Y AGUAS SERVIDAS (CANALETÓN EN BVR. ARTIGAS, ENTRE VENTURA ALEGRE Y AV. CACHIMBA DEL REY).LOS DÍAS DE LLUVIA LAS AGUAS SERVIDAS NO TIENEN UNA CORRECTA Y FLUIDA CANALIZACIÓN Y/O VÍA DE EVACUACIÓN, DEBIDO A QUE LAS MISMAS NO ESTÁN DEBIDAMENTE ENCAUSADAS. SE DEBE PROCEDER AL DRAGADO DEL CANALETÓN. PELIGRO DE CONTAMINACIÓN Y CONTAGIO DE ENFERMEDADES VARIAS, PROBLEMAS DE HIGIENE Y PELIGRO PARA LA SALUD DE LAS PERSONAS QUE HABITAN EN SUS PROXIMIDADES.EN DIVERSAS OPORTUNIDADES SE PUEDE OBSERVAR: GENTE SIN HOGAR DURMIENDO AL COSTADO DE LAS AGUAS SERVIDAS; ANIMALES PASTANDO Y BEBIENDO DE LAS AGUAS SERVIDAS, NIÑOS JUGANDO, ETC.", "-34.9082466928591", "-54.94661808013916", "88", "BVR. ARTIGAS", "VENTURA ALEGRE Y AV. CACHIMBA DEL REY"
"77", "72", "2011-07-19", "7", "Ratas por todo el terreno y vivienda", "-34.90932888787036", "-54.957738518714905", "69", "Paysandú ", "Salto y Rocha"
"78", "71", "2011-07-19", "3", "solicito se repare foco de luz que hace varios días está apagado", "-34.90932888787036", "-54.957738518714905", "20", "Cerro dos hermanos", "sierra de acegua"
"79", "70", "2011-07-19", "3", "solicita reparación de alumbrado", "-34.90932888787036", "-54.957738518714905", "77", "del fin", "castor"
"80", "74", "2011-07-19", "28", "Los integrantes de la Comisión de Fomento de escuela N° 27 (barrio Inve) están preocupados porque en horas de la tarde, casi todos los días, jóvenes de distintas edades juegan al fútbol en la explanada del frente de la escuela. Permanentemente la pelota ingresa al predio escolar, golpea  vehículos estacionados y ejemplares de árboles muy frágiles plantados recientemente. Hace poco se nos exhortó a no practicar Ed. física con los niños en ese lugar porque está considerado \"calle\". No obstante sí se permite practicar fútbol a estos jóvenes, sin ningún control y con los perjuicios antes referidos. Solicitamos la solución a nuestro problema. Muchas gracias.", "-34.905219990430346", "-54.96502876281738", "38", "Carolina de Saboya", "Casi Gutiérrez Ruiz"
"81", "73", "2011-07-20", "28", "solicita nomeclato de la calle altar y tambien número de la parada 34 existe columna se llevaron los carteles existe la columna", "-34.90932888787036", "-54.957738518714905", "77", "camino la laguna", "altar  inmobiliaria avelu"
"82", "75", "2011-07-21", "3", "arreglar foco roto", "-34.90932888787036", "-54.957738518714905", "88", "Cruzada libertadora", "Perez del Puerto y Arturo Santana"
"83", "78", "2011-07-21", "1", "por la presente le informo que enfrente a mi casa se llena de agua y no corre por el cordon cuneta hacia la boca tormenta y los dias de lluvia es imposible salir de casa le agradeseria si pudieran encontrar una solucion cuanto antes ya que corre el agua de toda la calle y queda lleno de barro y basura desde ya muchas gracias ", "-34.90028156273889", "-54.94122415781021", "66", "elias chiossi s/n", "rosario y libertad"
"84", "76", "2011-07-22", "3", "arreglar foco roto", "-34.90932888787036", "-54.957738518714905", "88", "Perez del Puerto ", "Cruzada Libertadora y Santa Teresa"
"85", "77", "2011-07-22", "17", "                          \"Urgente\"De acuerdo a lo conversado en la noche del Jueves 21 con el Sr Alcade en la reunion de Rendicion de cuenta en el Centro Comunal de Bº San Francisco,... sobre pedido de entrada en Hormigon que esta pendiente de: Capilla de los 33 que siempre esta llena de agua, esto fue pedido el año pasado en Agosto en ocasion de la visita que realizo el Sr Alcalde a la Comision del Barrio La Sonrisa que se reune en dicho Salon que generosamente prestan mientras no tengamos un local para hacerlo, agradecemos que se pueda realizar, ya que seria una contribucion muy importante para esa Comunidad eclesiastica y tambien para los vecinos del Barrio", "-34.89353446463796", "-54.97157335281372", "48", "JUan Etchury", "Gumersindo Saravia y Juan Jose de Herrera"
"86", "79", "2011-07-26", "3", "Focos de la plazoleta,todos apagados hace dias", "-34.90932888787036", "-54.957738518714905", "50", "Francisco Spindola", "casi Serafin J.Garcia"
"87", "81", "2011-07-27", "22", "solicito retiro de podas en el barrio jardin los 33", "-34.88874714275384", "-54.93687629699707", "40", "Carmelo Coiman", "Manuel Oribe y Manuel Melendez"
"88", "80", "2011-07-27", "24", "solicita se pode dos arboles en via publica que encuentran sobre la vereda.-", "-34.900996498271574", "-54.944257736206055", "40", "Carmelo Colman", "Manuel Oribe y Manuel Melendez"
"89", "82", "2011-07-27", "22", "Retiro de podas en la via publicaCasa Itacuru", "-34.89390186246613", "-54.965710043907166", "84", "Bari (ex latina)", "Cagliari"
"91", "84", "2011-07-27", "28", "Solicita poda de un árbol de anacahuita ", "-34.90932888787036", "-54.957738518714905", "73", "Santiago Gadea", "e/ Simón del Pino y Cno de los Gauchos"
"92", "83", "2011-07-27", "3", "Reparación de foco de luz quemado", "-34.909020947652444", "-54.96204614639282", "19", "Solis 813", "25 de Mayo"
"93", "85", "2011-07-29", "24", "Podar  árboles que están muy altos ", "-34.90932888787036", "-54.957738518714905", "86", "Isla de Flores", "Uruguay y Paysandú"
"94", "86", "2011-08-01", "26", "se solicita se levante la calle que desemboca en la cañada entre el límite de Altos de Maldonado, qué con la lluvia paso la calle dejanado todo inundado sin poder aceder con el vehiculo en el padrón 25683 manzana f solar 10", "-34.88625656904428", "-54.96281862258911", "4", "padron 25683", "manzana f solar 10 ( no tiene nombre la calle)"
"95", "87", "2011-08-01", "22", "Ramas para levantar", "-34.90932888787036", "-54.957738518714905", "40", "Manuel Meléndez", "hasta Ramón Ortiz"
"96", "88", "2011-08-01", "26", "se solicita se instalen boca de tormenta en la esquina de Ñapindá y las Orquidias por las inhundaciones de lluvia ya que se unen las dos calle hacia abajo es imposible en entrar a mi domicilio por la cantidad de agua pluviales ingresando el agua a mi casa", "-34.912003520037345", "-54.9711012840271", "5", "Ñapinda", "Las Orquidias"
"97", "89", "2011-08-01", "24", "solicita se pode las ramas del arbol que se encuentra en la vereda", "-34.90932888787036", "-54.957738518714905", "46", "Trinidad tobajo", "Guatemala y Venezuela"
"98", "90", "2011-08-01", "28", "Escombros en vereda y espacio verde", "-34.90932888787036", "-54.957738518714905", "62", "José Vivar", "y Cara Cara"
"99", "91", "2011-08-01", "1", "Pozo negro que se desborda y pasa a traves de una pared y perjudica vivienda lindera, se pide inspeccion", "-34.89288766446892", "-54.95867729187012", "54", "Marco de los Reyes 787", "Constitucion y Cantiglio"
"100", "92", "2011-08-01", "3", "foco roto", "-34.90932888787036", "-54.957738518714905", "19", "roman guerra ", "treinta y tres"
"101", "93", "2011-08-02", "28", "Caballos sueltos continuamente que son un peligro para los conductores.", "-34.90932888787036", "-54.957738518714905", "50", "Nasazzi", "De Cno Vialidad al final "
"102", "94", "2011-08-02", "28", "SOLICITA DE FORMA URGENTE BALASTO DE RELLENO PARA TAPAR POZO NEGRO O CAMARA SEPTICA, YA QUE SE CONECTO A SANEAMIENTO", "-34.90932888787036", "-54.957738518714905", "84", "Calabria ", "Y UDINES"
"103", "95", "2011-08-04", "28", "Se solicita pintar lomo de burro en Colegio de Pionares", "-34.907472430764535", "-54.97208833694458", "77", "Los gladiolos", "25 de mayo  aproximado"
"104", "96", "2011-08-08", "28", "se solicita notificar a los propietarios de todas las barracas y ferreteria que estan usufructuando  la vereda en calle Juaquin de Viana", "-34.906979714721125", "-54.963226318359375", "1", "Juaquin de Viana", "hasta lavalleja"
"105", "98", "2011-08-10", "28", "Padrón 1447-Solicita 2 viajes de balasto para la Plaza de Deportes, para la Cancha de Bochas. Solicita la Comisión del Barrio Lausana", "-34.89529443931652", "-54.99558448791504", "1", "Manolo Lima", "Wilson Amaral"
"106", "99", "2011-08-10", "3", "Solicitan instalación de focos de luz en:Manolo Lima entre Roberto Rufalo y Amézaga otro en Manolo Lima entre Amézaga y Alberto Dutra y otros para Jardines de Lausana.Comisión Bo.Lausana", "-34.895435235661886", "-54.99481201171875", "53", "Manolo Lima", "Wilson Amaral"
"107", "100", "2011-08-10", "28", "Comisión Bo. Lausana solicita 4 palos  de madera curada de 7 metros c/u de alto para vallado para proteger la malla.", "-34.894660852775985", "-54.99549865722656", "53", "Manolo Lima", "Wilson Amaral"
"108", "101", "2011-08-10", "9", "Comisión Bo.Lausana Solicitan levantar podas que se encuentran en varios puntos de dicho Barrio.", "-34.895202041583715", "-54.995182156562805", "53", "Manolo Lima", "Wilson Amaral"
"109", "97", "2011-08-10", "17", "Comisión Bo. Lausana solicitan personal con herramientas necesarias para cortar por tramos las veredas realizadas de hormigón", "-34.89739315982762", "-54.9935781955719", "53", "Manolo Lima", "Nicanor Blanes"
"110", "105", "2011-08-11", "28", "Quiosco de madera cerrado que está abandonado y que pernoctan malvivientes y hay olor a orina ", "-34.90932888787036", "-54.957738518714905", "83", "Simón del Pino", "y Avda Aiguá"
"116", "108", "2011-08-15", "19", "Le falta un soporte a la garita.", "-34.90932888787036", "-54.957738518714905", "87", "Cno de Los Gauchos", "y Manuel Melendez"
"117", "107", "2011-08-15", "28", "solicita se notifique al chofeer que estaciona día y noche el omnibus en la calle peligro de accidente de transito porque tapa la visión.-", "-34.90932888787036", "-54.957738518714905", "20", "ojosmín", "Cierra de las cañas y cuchilla del cuareim"
